,Province/State,Country/Region,Lat,Long,date,Confirmed,Deaths,Recovered
16342,,France,46.2276,2.2137,2020-03-23,19856,860,2200.0
16343,,Gabon,-0.8037,11.6094,2020-03-23,5,1,0.0
16344,,Gambia,13.4432,-15.3101,2020-03-23,2,1,0.0
16345,,Georgia,42.3154,43.3569,2020-03-23,61,0,3.0
16346,,Germany,51.0,9.0,2020-03-23,29056,123,266.0
16347,,Ghana,7.9465,-1.0232,2020-03-23,27,2,0.0
16348,,Greece,39.0742,21.8243,2020-03-23,695,17,19.0
16349,,Guatemala,15.7835,-90.2308,2020-03-23,20,1,0.0
16350,,Guinea,9.9456,-9.6966,2020-03-23,4,0,0.0
16351,,Guyana,5.0,-58.75,2020-03-23,20,1,0.0
16352,,Haiti,18.9712,-72.2852,2020-03-23,6,0,0.0
16353,,Holy See,41.9029,12.4534,2020-03-23,1,0,0.0
16354,,Honduras,15.2,-86.2419,2020-03-23,30,0,0.0
16355,,Hungary,47.1625,19.5033,2020-03-23,167,7,16.0
16356,,Iceland,64.9631,-19.0208,2020-03-23,588,1,36.0
16357,,India,21.0,78.0,2020-03-23,499,10,27.0
16358,,Indonesia,-0.7893,113.9213,2020-03-23,579,49,29.0
16359,,Iran,32.0,53.0,2020-03-23,23049,1812,7931.0
16360,,Iraq,33.0,44.0,2020-03-23,266,23,57.0
16361,,Ireland,53.1424,-7.6921,2020-03-23,1125,6,5.0
16362,,Israel,31.0,35.0,2020-03-23,1071,1,37.0
16363,,Italy,43.0,12.0,2020-03-23,63927,6077,7024.0
16364,,Jamaica,18.1096,-77.2975,2020-03-23,19,1,2.0
16365,,Japan,36.0,138.0,2020-03-23,1128,42,235.0
16366,,Jordan,31.24,36.51,2020-03-23,127,0,1.0
16367,,Kazakhstan,48.0196,66.9237,2020-03-23,62,0,0.0
16368,,Kenya,-0.0236,37.9062,2020-03-23,16,0,0.0
16369,,"Korea, South",36.0,128.0,2020-03-23,8961,111,2909.0
16370,,Kuwait,29.5,47.75,2020-03-23,189,0,27.0
16371,,Kyrgyzstan,41.2044,74.7661,2020-03-23,16,0,0.0
16372,,Latvia,56.8796,24.6032,2020-03-23,180,0,1.0
16373,,Lebanon,33.8547,35.8623,2020-03-23,267,4,8.0
16374,,Liberia,6.4281,-9.4295,2020-03-23,3,0,0.0
16375,,Liechtenstein,47.14,9.55,2020-03-23,51,0,0.0
16376,,Lithuania,55.1694,23.8813,2020-03-23,179,1,1.0
16377,,Luxembourg,49.8153,6.1296,2020-03-23,875,8,6.0
16378,,Madagascar,-18.7669,46.8691,2020-03-23,12,0,0.0
16379,,Malaysia,2.5,112.5,2020-03-23,1518,14,139.0
16380,,Maldives,3.2028,73.2207,2020-03-23,13,0,0.0
16381,,Malta,35.9375,14.3754,2020-03-23,107,0,2.0
16382,,Mauritania,21.0079,10.9408,2020-03-23,2,0,0.0
16383,,Mauritius,-20.2,57.5,2020-03-23,36,2,0.0
16384,,Mexico,23.6345,-102.5528,2020-03-23,367,4,4.0
16385,,Moldova,47.4116,28.3699,2020-03-23,109,1,1.0
16386,,Monaco,43.7333,7.4167,2020-03-23,23,0,1.0
16387,,Mongolia,46.8625,103.8467,2020-03-23,10,0,0.0
16388,,Montenegro,42.5,19.3,2020-03-23,27,1,0.0
16389,,Morocco,31.7917,-7.0926,2020-03-23,143,4,3.0
16390,,Namibia,-22.9576,18.4904,2020-03-23,4,0,0.0
16391,,Nepal,28.1667,84.25,2020-03-23,2,0,1.0
16392,Aruba,Netherlands,12.5186,-70.0358,2020-03-23,9,0,0.0
16393,Curacao,Netherlands,12.1696,-68.99,2020-03-23,4,1,0.0
16394,Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-23,2,0,0.0
16395,,Netherlands,52.1326,5.2913,2020-03-23,4749,213,0.0
16396,,New Zealand,-40.9006,174.886,2020-03-23,102,0,0.0
16397,,Nicaragua,12.8654,-85.2072,2020-03-23,2,0,0.0
16398,,Niger,17.6078,8.0817,2020-03-23,3,0,0.0
16399,,Nigeria,9.082,8.6753,2020-03-23,40,1,2.0
16400,,North Macedonia,41.6086,21.7453,2020-03-23,136,2,1.0
16401,,Norway,60.472,8.4689,2020-03-23,2621,10,1.0
16402,,Oman,21.0,57.0,2020-03-23,66,0,17.0
16403,,Pakistan,30.3753,69.3451,2020-03-23,875,6,5.0
16404,,Panama,8.538,-80.7821,2020-03-23,345,6,0.0
16405,,Papua New Guinea,-6.315,143.9555,2020-03-23,1,0,0.0
16406,,Paraguay,-23.4425,-58.4438,2020-03-23,22,1,0.0
16407,,Peru,-9.19,-75.0152,2020-03-23,395,5,1.0
16408,,Philippines,13.0,122.0,2020-03-23,462,33,17.0
16409,,Poland,51.9194,19.1451,2020-03-23,749,8,1.0
16410,,Portugal,39.3999,-8.2245,2020-03-23,2060,23,5.0
16411,,Qatar,25.3548,51.1839,2020-03-23,501,0,33.0
16412,,Romania,45.9432,24.9668,2020-03-23,576,7,64.0
16413,,Russia,60.0,90.0,2020-03-23,438,1,16.0
16414,,Rwanda,-1.9403,29.8739,2020-03-23,36,0,0.0
16415,,Saint Lucia,13.9094,-60.9789,2020-03-23,3,0,0.0
16416,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-23,1,0,0.0
16417,,San Marino,43.9424,12.4578,2020-03-23,187,20,4.0
16418,,Saudi Arabia,24.0,45.0,2020-03-23,562,0,16.0
16419,,Senegal,14.4974,-14.4524,2020-03-23,79,0,5.0
16420,,Serbia,44.0165,21.0059,2020-03-23,249,3,1.0
16421,,Seychelles,-4.6796,55.492,2020-03-23,7,0,0.0
16422,,Singapore,1.2833,103.8333,2020-03-23,509,2,144.0
16423,,Slovakia,48.669,19.699,2020-03-23,186,0,7.0
16424,,Slovenia,46.1512,14.9955,2020-03-23,442,3,0.0
16425,,Somalia,5.1521,46.1996,2020-03-23,1,0,0.0
16426,,South Africa,-30.5595,22.9375,2020-03-23,402,0,0.0
16427,,Spain,40.0,-4.0,2020-03-23,35136,2311,2575.0
16428,,Sri Lanka,7.0,81.0,2020-03-23,97,0,3.0
16429,,Sudan,12.8628,30.2176,2020-03-23,2,1,0.0
16430,,Suriname,3.9193,-56.0278,2020-03-23,5,0,0.0
16431,,Sweden,63.0,16.0,2020-03-23,2046,25,16.0
16432,,Switzerland,46.8182,8.2275,2020-03-23,8795,120,131.0
16433,,Taiwan*,23.7,121.0,2020-03-23,195,2,28.0
16434,,Tanzania,-6.369,34.8888,2020-03-23,12,0,0.0
16435,,Thailand,15.0,101.0,2020-03-23,721,1,44.0
16436,,Togo,8.6195,0.8248,2020-03-23,18,0,1.0
16437,,Trinidad and Tobago,10.6918,-61.2225,2020-03-23,51,0,1.0
16438,,Tunisia,34.0,9.0,2020-03-23,89,3,1.0
16439,,Turkey,38.9637,35.2433,2020-03-23,1529,37,0.0
16440,,Uganda,1.0,32.0,2020-03-23,9,0,0.0
16441,,Ukraine,48.3794,31.1656,2020-03-23,73,3,1.0
16442,,United Arab Emirates,24.0,54.0,2020-03-23,198,2,38.0
16443,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-23,6,0,0.0
16444,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-23,5,1,0.0
16445,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-23,36,0,0.0
16446,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-23,15,0,2.0
16447,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-23,13,0,0.0
16448,Montserrat,United Kingdom,16.7425,-62.1874,2020-03-23,1,0,0.0
16449,,United Kingdom,55.3781,-3.4360000000000004,2020-03-23,6650,359,65.0
16450,,Uruguay,-32.5228,-55.7658,2020-03-23,162,0,0.0
16451,,US,37.0902,-95.7129,2020-03-23,43862,786,178.0
16452,,Uzbekistan,41.3775,64.5853,2020-03-23,46,0,0.0
16453,,Venezuela,6.4238,-66.5897,2020-03-23,77,0,15.0
16454,,Vietnam,16.0,108.0,2020-03-23,123,0,17.0
16455,,Zambia,-15.4167,28.2833,2020-03-23,3,0,0.0
16456,,Zimbabwe,-20.0,30.0,2020-03-23,3,1,0.0
16457,Diamond Princess,Canada,0.0,0.0,2020-03-23,0,1,
16458,,Dominica,15.415,-61.371,2020-03-23,2,0,0.0
16459,,Grenada,12.1165,-61.679,2020-03-23,1,0,
16460,,Mozambique,-18.665695,35.529562,2020-03-23,1,0,
16461,,Syria,34.802075,38.99681500000001,2020-03-23,1,0,
16462,,Timor-Leste,-8.874217,125.727539,2020-03-23,1,0,
16463,,Belize,13.1939,-59.5432,2020-03-23,1,0,0.0
16464,,Laos,19.85627,102.495496,2020-03-23,0,0,
16465,,Libya,26.3351,17.228331,2020-03-23,0,0,0.0
16466,,West Bank and Gaza,31.9522,35.2332,2020-03-23,59,0,17.0
16467,,Guinea-Bissau,11.8037,-15.1804,2020-03-23,0,0,0.0
16468,,Mali,17.570692,-3.996166000000001,2020-03-23,0,0,0.0
16469,,Saint Kitts and Nevis,17.357822,-62.782998,2020-03-23,0,0,0.0
16470,Northwest Territories,Canada,64.8255,-124.8457,2020-03-23,0,0,
16471,Yukon,Canada,64.2823,-135.0,2020-03-23,0,0,
16472,,Kosovo,42.602636,20.902977,2020-03-23,0,0,0.0
16473,,Burma,21.9162,95.956,2020-03-23,0,0,0.0
16474,Anguilla,United Kingdom,18.2206,-63.0686,2020-03-23,0,0,0.0
16475,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-23,0,0,0.0
16476,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-23,0,0,0.0
16477,,MS Zaandam,0.0,0.0,2020-03-23,0,0,0.0
16478,,Botswana,-22.3285,24.6849,2020-03-23,0,0,0.0
16479,,Burundi,-3.3731,29.9189,2020-03-23,0,0,0.0
16480,,Sierra Leone,8.460555000000001,-11.779889,2020-03-23,0,0,0.0
16481,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-03-23,0,0,0.0
16482,,Malawi,-13.254307999999998,34.301525,2020-03-23,0,0,0.0
16483,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-23,0,0,0.0
16484,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-23,0,0,0.0
16485,,South Sudan,6.877000000000002,31.307,2020-03-23,0,0,
16486,,Western Sahara,24.2155,-12.8858,2020-03-23,0,0,0.0
16487,,Sao Tome and Principe,0.18636,6.613081,2020-03-23,0,0,0.0
16488,,Yemen,15.552727,48.516388,2020-03-23,0,0,
16489,,Comoros,-11.6455,43.3333,2020-03-23,0,0,0.0
16490,,Tajikistan,38.861034,71.276093,2020-03-23,0,0,
16491,,Lesotho,-29.609988,28.233608,2020-03-23,0,0,0.0
16492,,Afghanistan,33.0,65.0,2020-03-24,74,1,1.0
16493,,Albania,41.1533,20.1683,2020-03-24,123,5,10.0
16494,,Algeria,28.0339,1.6596,2020-03-24,264,19,24.0
16495,,Andorra,42.5063,1.5218,2020-03-24,164,1,1.0
16496,,Angola,-11.2027,17.8739,2020-03-24,3,0,0.0
16497,,Antigua and Barbuda,17.0608,-61.7964,2020-03-24,3,0,0.0
16498,,Argentina,-38.4161,-63.6167,2020-03-24,387,6,52.0
16499,,Armenia,40.0691,45.0382,2020-03-24,249,0,14.0
16500,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-24,39,0,0.0
16501,New South Wales,Australia,-33.8688,151.2093,2020-03-24,818,7,4.0
16502,Northern Territory,Australia,-12.4634,130.8456,2020-03-24,6,0,0.0
16503,Queensland,Australia,-28.0167,153.4,2020-03-24,397,0,8.0
16504,South Australia,Australia,-34.9285,138.6007,2020-03-24,170,0,3.0
16505,Tasmania,Australia,-41.4545,145.9707,2020-03-24,28,0,3.0
16506,Victoria,Australia,-37.8136,144.9631,2020-03-24,411,0,97.0
16507,Western Australia,Australia,-31.9505,115.8605,2020-03-24,175,1,0.0
16508,,Austria,47.5162,14.5501,2020-03-24,5283,28,9.0
16509,,Azerbaijan,40.1431,47.5769,2020-03-24,87,1,10.0
16510,,Bahamas,25.0343,-77.3963,2020-03-24,5,0,1.0
16511,,Bahrain,26.0275,50.55,2020-03-24,392,3,177.0
16512,,Bangladesh,23.685,90.3563,2020-03-24,39,4,5.0
16513,,Barbados,13.1939,-59.5432,2020-03-24,18,0,0.0
16514,,Belarus,53.7098,27.9534,2020-03-24,81,0,22.0
16515,,Belgium,50.8333,4.0,2020-03-24,4269,122,461.0
16516,,Benin,9.3077,2.3158,2020-03-24,6,0,0.0
16517,,Bhutan,27.5142,90.4336,2020-03-24,2,0,0.0
16518,,Bolivia,-16.2902,-63.5887,2020-03-24,29,0,0.0
16519,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-24,166,3,2.0
16520,,Brazil,-14.235,-51.9253,2020-03-24,2247,46,2.0
16521,,Brunei,4.5353,114.7277,2020-03-24,104,0,2.0
16522,,Bulgaria,42.7339,25.4858,2020-03-24,218,3,3.0
16523,,Burkina Faso,12.2383,-1.5616,2020-03-24,114,4,7.0
16524,,Cabo Verde,16.5388,-23.0418,2020-03-24,3,1,0.0
16525,,Cambodia,11.55,104.9167,2020-03-24,91,0,4.0
16526,,Cameroon,3.848,11.5021,2020-03-24,66,0,
16527,Alberta,Canada,53.9333,-116.5765,2020-03-24,359,1,
16528,British Columbia,Canada,49.2827,-123.1207,2020-03-24,617,13,
16529,Grand Princess,Canada,37.6489,-122.6655,2020-03-24,13,0,
16530,Manitoba,Canada,53.7609,-98.8139,2020-03-24,21,0,
16531,New Brunswick,Canada,46.5653,-66.4619,2020-03-24,18,0,
16532,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-24,35,0,
16533,Nova Scotia,Canada,44.682,-63.7443,2020-03-24,51,0,
16534,Ontario,Canada,51.2538,-85.3232,2020-03-24,588,7,
16535,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-24,3,0,
16536,Quebec,Canada,52.9399,-73.5491,2020-03-24,1013,4,
16537,Saskatchewan,Canada,52.9399,-106.4509,2020-03-24,72,0,
16538,,Central African Republic,6.6111,20.9394,2020-03-24,3,0,0.0
16539,,Chad,15.4542,18.7322,2020-03-24,3,0,0.0
16540,,Chile,-35.6751,-71.543,2020-03-24,922,2,17.0
16541,Anhui,China,31.8257,117.2264,2020-03-24,990,6,984.0
16542,Beijing,China,40.1824,116.4142,2020-03-24,558,8,401.0
16543,Chongqing,China,30.0572,107.874,2020-03-24,578,6,570.0
16544,Fujian,China,26.0789,117.9874,2020-03-24,318,1,295.0
16545,Gansu,China,37.8099,101.0583,2020-03-24,136,2,119.0
16546,Guangdong,China,23.3417,113.4244,2020-03-24,1428,8,1333.0
16547,Guangxi,China,23.8298,108.7881,2020-03-24,254,2,250.0
16548,Guizhou,China,26.8154,106.8748,2020-03-24,146,2,144.0
16549,Hainan,China,19.1959,109.7453,2020-03-24,168,6,168.0
16550,Hebei,China,39.549,116.1306,2020-03-24,319,6,310.0
16551,Heilongjiang,China,47.862,127.7615,2020-03-24,484,13,
16552,Henan,China,33.882,113.614,2020-03-24,1274,22,
16553,Hong Kong,China,22.3,114.2,2020-03-24,386,4,101.0
16554,Hubei,China,30.9756,112.2707,2020-03-24,67801,3160,60324.0
16555,Hunan,China,27.6104,111.7088,2020-03-24,1018,4,1014.0
16556,Inner Mongolia,China,44.0935,113.9448,2020-03-24,75,1,74.0
16557,Jiangsu,China,32.9711,119.455,2020-03-24,636,0,631.0
16558,Jiangxi,China,27.614,115.7221,2020-03-24,936,1,934.0
16559,Jilin,China,43.6661,126.1923,2020-03-24,93,1,92.0
16560,Liaoning,China,41.2956,122.6085,2020-03-24,127,2,124.0
16561,Macau,China,22.1667,113.55,2020-03-24,25,0,10.0
16562,Ningxia,China,37.2692,106.1655,2020-03-24,75,0,75.0
16563,Qinghai,China,35.7452,95.9956,2020-03-24,18,0,18.0
16564,Shaanxi,China,35.1917,108.8701,2020-03-24,249,3,240.0
16565,Shandong,China,36.3427,118.1498,2020-03-24,768,7,752.0
16566,Shanghai,China,31.202,121.4491,2020-03-24,414,4,
16567,Shanxi,China,37.5777,112.2922,2020-03-24,134,0,133.0
16568,Sichuan,China,30.6171,102.7103,2020-03-24,545,3,536.0
16569,Tianjin,China,39.3054,117.323,2020-03-24,145,3,133.0
16570,Tibet,China,31.6927,88.0924,2020-03-24,1,0,1.0
16571,Xinjiang,China,41.1129,85.2401,2020-03-24,76,3,73.0
16572,Yunnan,China,24.974,101.487,2020-03-24,176,2,
16573,Zhejiang,China,29.1832,120.0934,2020-03-24,1240,1,1221.0
16574,,Colombia,4.5709,-74.2973,2020-03-24,378,3,6.0
16575,,Congo (Brazzaville),-4.0383,21.7587,2020-03-24,4,0,0.0
16576,,Congo (Kinshasa),-4.0383,21.7587,2020-03-24,45,2,0.0
16577,,Costa Rica,9.7489,-83.7534,2020-03-24,177,2,2.0
16578,,Cote d'Ivoire,7.54,-5.5471,2020-03-24,73,0,2.0
16579,,Croatia,45.1,15.2,2020-03-24,382,1,5.0
16580,,Diamond Princess,0.0,0.0,2020-03-24,712,10,325.0
16581,,Cuba,22.0,-80.0,2020-03-24,48,1,1.0
16582,,Cyprus,35.1264,33.4299,2020-03-24,124,3,3.0
16583,,Czechia,49.8175,15.473,2020-03-24,1394,3,
16584,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-24,122,0,33.0
16585,Greenland,Denmark,71.7069,-42.6043,2020-03-24,5,0,2.0
16586,,Denmark,56.2639,9.5018,2020-03-24,1591,32,1.0
16587,,Djibouti,11.8251,42.5903,2020-03-24,3,0,0.0
16588,,Dominican Republic,18.7357,-70.1627,2020-03-24,312,6,3.0
16589,,Ecuador,-1.8312,-78.1834,2020-03-24,1082,27,3.0
16590,,Egypt,26.0,30.0,2020-03-24,402,20,80.0
16591,,El Salvador,13.7942,-88.8965,2020-03-24,5,0,0.0
16592,,Equatorial Guinea,1.5,10.0,2020-03-24,9,0,0.0
16593,,Eritrea,15.1794,39.7823,2020-03-24,1,0,0.0
16594,,Estonia,58.5953,25.0136,2020-03-24,369,0,7.0
16595,,Eswatini,-26.5225,31.4659,2020-03-24,4,0,0.0
16596,,Ethiopia,9.145,40.4897,2020-03-24,12,0,0.0
16597,,Fiji,-17.7134,178.065,2020-03-24,4,0,0.0
16598,,Finland,64.0,26.0,2020-03-24,792,1,10.0
16599,French Guiana,France,3.9339,-53.1258,2020-03-24,23,0,6.0
16600,French Polynesia,France,-17.6797,149.4068,2020-03-24,25,0,0.0
16601,Guadeloupe,France,16.25,-61.5833,2020-03-24,62,1,0.0
16602,Mayotte,France,-12.8275,45.1662,2020-03-24,36,0,0.0
16603,New Caledonia,France,-20.9043,165.618,2020-03-24,10,0,0.0
16604,Reunion,France,-21.1351,55.2471,2020-03-24,94,0,1.0
16605,Saint Barthelemy,France,17.9,-62.8333,2020-03-24,3,0,0.0
16606,St Martin,France,18.0708,-63.0501,2020-03-24,8,0,0.0
16607,Martinique,France,14.6415,-61.0242,2020-03-24,57,1,0.0
16608,,France,46.2276,2.2137,2020-03-24,22304,1100,3243.0
16609,,Gabon,-0.8037,11.6094,2020-03-24,6,1,0.0
16610,,Gambia,13.4432,-15.3101,2020-03-24,3,1,0.0
16611,,Georgia,42.3154,43.3569,2020-03-24,70,0,9.0
16612,,Germany,51.0,9.0,2020-03-24,32986,157,3243.0
16613,,Ghana,7.9465,-1.0232,2020-03-24,53,2,0.0
16614,,Greece,39.0742,21.8243,2020-03-24,743,20,29.0
16615,,Guatemala,15.7835,-90.2308,2020-03-24,21,1,0.0
16616,,Guinea,9.9456,-9.6966,2020-03-24,4,0,0.0
16617,,Guyana,5.0,-58.75,2020-03-24,5,1,0.0
16618,,Haiti,18.9712,-72.2852,2020-03-24,7,0,0.0
16619,,Holy See,41.9029,12.4534,2020-03-24,4,0,0.0
16620,,Honduras,15.2,-86.2419,2020-03-24,30,0,0.0
16621,,Hungary,47.1625,19.5033,2020-03-24,187,9,21.0
16622,,Iceland,64.9631,-19.0208,2020-03-24,648,2,51.0
16623,,India,21.0,78.0,2020-03-24,536,10,40.0
16624,,Indonesia,-0.7893,113.9213,2020-03-24,686,55,30.0
16625,,Iran,32.0,53.0,2020-03-24,24811,1934,8913.0
16626,,Iraq,33.0,44.0,2020-03-24,316,27,75.0
16627,,Ireland,53.1424,-7.6921,2020-03-24,1329,7,5.0
16628,,Israel,31.0,35.0,2020-03-24,1238,3,53.0
16629,,Italy,43.0,12.0,2020-03-24,69176,6820,8326.0
16630,,Jamaica,18.1096,-77.2975,2020-03-24,21,1,2.0
16631,,Japan,36.0,138.0,2020-03-24,1193,43,285.0
16632,,Jordan,31.24,36.51,2020-03-24,154,0,1.0
16633,,Kazakhstan,48.0196,66.9237,2020-03-24,72,0,0.0
16634,,Kenya,-0.0236,37.9062,2020-03-24,25,0,0.0
16635,,"Korea, South",36.0,128.0,2020-03-24,9037,120,3507.0
16636,,Kuwait,29.5,47.75,2020-03-24,191,0,39.0
16637,,Kyrgyzstan,41.2044,74.7661,2020-03-24,42,0,0.0
16638,,Latvia,56.8796,24.6032,2020-03-24,197,0,1.0
16639,,Lebanon,33.8547,35.8623,2020-03-24,318,4,8.0
16640,,Liberia,6.4281,-9.4295,2020-03-24,3,0,0.0
16641,,Liechtenstein,47.14,9.55,2020-03-24,51,0,0.0
16642,,Lithuania,55.1694,23.8813,2020-03-24,209,2,1.0
16643,,Luxembourg,49.8153,6.1296,2020-03-24,1099,8,6.0
16644,,Madagascar,-18.7669,46.8691,2020-03-24,17,0,0.0
16645,,Malaysia,2.5,112.5,2020-03-24,1624,16,183.0
16646,,Maldives,3.2028,73.2207,2020-03-24,13,0,5.0
16647,,Malta,35.9375,14.3754,2020-03-24,110,0,2.0
16648,,Mauritania,21.0079,10.9408,2020-03-24,2,0,0.0
16649,,Mauritius,-20.2,57.5,2020-03-24,42,2,0.0
16650,,Mexico,23.6345,-102.5528,2020-03-24,405,5,4.0
16651,,Moldova,47.4116,28.3699,2020-03-24,125,1,2.0
16652,,Monaco,43.7333,7.4167,2020-03-24,23,0,1.0
16653,,Mongolia,46.8625,103.8467,2020-03-24,10,0,0.0
16654,,Montenegro,42.5,19.3,2020-03-24,47,1,0.0
16655,,Morocco,31.7917,-7.0926,2020-03-24,170,5,6.0
16656,,Namibia,-22.9576,18.4904,2020-03-24,7,0,2.0
16657,,Nepal,28.1667,84.25,2020-03-24,2,0,1.0
16658,Aruba,Netherlands,12.5186,-70.0358,2020-03-24,12,0,1.0
16659,Curacao,Netherlands,12.1696,-68.99,2020-03-24,6,1,0.0
16660,Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-24,2,0,0.0
16661,,Netherlands,52.1326,5.2913,2020-03-24,5560,276,0.0
16662,,New Zealand,-40.9006,174.886,2020-03-24,155,0,12.0
16663,,Nicaragua,12.8654,-85.2072,2020-03-24,2,0,0.0
16664,,Niger,17.6078,8.0817,2020-03-24,3,0,0.0
16665,,Nigeria,9.082,8.6753,2020-03-24,44,1,2.0
16666,,North Macedonia,41.6086,21.7453,2020-03-24,148,2,1.0
16667,,Norway,60.472,8.4689,2020-03-24,2863,12,6.0
16668,,Oman,21.0,57.0,2020-03-24,84,0,17.0
16669,,Pakistan,30.3753,69.3451,2020-03-24,972,7,18.0
16670,,Panama,8.538,-80.7821,2020-03-24,345,6,1.0
16671,,Papua New Guinea,-6.315,143.9555,2020-03-24,1,0,0.0
16672,,Paraguay,-23.4425,-58.4438,2020-03-24,27,2,0.0
16673,,Peru,-9.19,-75.0152,2020-03-24,416,7,1.0
16674,,Philippines,13.0,122.0,2020-03-24,552,35,20.0
16675,,Poland,51.9194,19.1451,2020-03-24,901,10,1.0
16676,,Portugal,39.3999,-8.2245,2020-03-24,2362,33,22.0
16677,,Qatar,25.3548,51.1839,2020-03-24,526,0,41.0
16678,,Romania,45.9432,24.9668,2020-03-24,794,11,79.0
16679,,Russia,60.0,90.0,2020-03-24,495,1,22.0
16680,,Rwanda,-1.9403,29.8739,2020-03-24,40,0,0.0
16681,,Saint Lucia,13.9094,-60.9789,2020-03-24,3,0,0.0
16682,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-24,1,0,0.0
16683,,San Marino,43.9424,12.4578,2020-03-24,187,21,4.0
16684,,Saudi Arabia,24.0,45.0,2020-03-24,767,1,28.0
16685,,Senegal,14.4974,-14.4524,2020-03-24,86,0,8.0
16686,,Serbia,44.0165,21.0059,2020-03-24,303,3,15.0
16687,,Seychelles,-4.6796,55.492,2020-03-24,7,0,0.0
16688,,Singapore,1.2833,103.8333,2020-03-24,558,2,156.0
16689,,Slovakia,48.669,19.699,2020-03-24,204,0,7.0
16690,,Slovenia,46.1512,14.9955,2020-03-24,480,4,0.0
16691,,Somalia,5.1521,46.1996,2020-03-24,1,0,0.0
16692,,South Africa,-30.5595,22.9375,2020-03-24,554,0,4.0
16693,,Spain,40.0,-4.0,2020-03-24,39885,2808,3794.0
16694,,Sri Lanka,7.0,81.0,2020-03-24,102,0,2.0
16695,,Sudan,12.8628,30.2176,2020-03-24,3,1,0.0
16696,,Suriname,3.9193,-56.0278,2020-03-24,7,0,0.0
16697,,Sweden,63.0,16.0,2020-03-24,2286,36,16.0
16698,,Switzerland,46.8182,8.2275,2020-03-24,9877,122,131.0
16699,,Taiwan*,23.7,121.0,2020-03-24,215,2,29.0
16700,,Tanzania,-6.369,34.8888,2020-03-24,12,0,0.0
16701,,Thailand,15.0,101.0,2020-03-24,827,4,52.0
16702,,Togo,8.6195,0.8248,2020-03-24,20,0,1.0
16703,,Trinidad and Tobago,10.6918,-61.2225,2020-03-24,57,0,0.0
16704,,Tunisia,34.0,9.0,2020-03-24,114,4,1.0
16705,,Turkey,38.9637,35.2433,2020-03-24,1872,44,0.0
16706,,Uganda,1.0,32.0,2020-03-24,9,0,0.0
16707,,Ukraine,48.3794,31.1656,2020-03-24,97,3,1.0
16708,,United Arab Emirates,24.0,54.0,2020-03-24,248,2,45.0
16709,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-24,6,0,0.0
16710,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-24,6,1,0.0
16711,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-24,36,0,0.0
16712,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-24,15,0,5.0
16713,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-24,23,0,0.0
16714,Montserrat,United Kingdom,16.7425,-62.1874,2020-03-24,1,0,0.0
16715,,United Kingdom,55.3781,-3.4360000000000004,2020-03-24,8077,508,135.0
16716,,Uruguay,-32.5228,-55.7658,2020-03-24,189,0,0.0
16717,,US,37.0902,-95.7129,2020-03-24,53925,1011,348.0
16718,,Uzbekistan,41.3775,64.5853,2020-03-24,50,0,0.0
16719,,Venezuela,6.4238,-66.5897,2020-03-24,84,0,15.0
16720,,Vietnam,16.0,108.0,2020-03-24,134,0,17.0
16721,,Zambia,-15.4167,28.2833,2020-03-24,3,0,0.0
16722,,Zimbabwe,-20.0,30.0,2020-03-24,3,1,0.0
16723,Diamond Princess,Canada,0.0,0.0,2020-03-24,0,1,
16724,,Dominica,15.415,-61.371,2020-03-24,2,0,0.0
16725,,Grenada,12.1165,-61.679,2020-03-24,1,0,
16726,,Mozambique,-18.665695,35.529562,2020-03-24,3,0,
16727,,Syria,34.802075,38.99681500000001,2020-03-24,1,0,
16728,,Timor-Leste,-8.874217,125.727539,2020-03-24,1,0,
16729,,Belize,13.1939,-59.5432,2020-03-24,1,0,0.0
16730,,Laos,19.85627,102.495496,2020-03-24,2,0,
16731,,Libya,26.3351,17.228331,2020-03-24,1,0,0.0
16732,,West Bank and Gaza,31.9522,35.2332,2020-03-24,59,0,17.0
